address,addressZipcode,beds,baths,area,price,year,source
"2992 SHADOW CREEK DR 102, WHITTIER, CA 90603-1223",90603-1223,1.0,1.0,804.0,465000,2022,bouldercounty
"3281 AIRPORT RD C111, BOULDER, CO 80304",80304,1.0,1.0,649.0,435000,2022,bouldercounty
"919 LINCOLN PL  , BOULDER, CO 80302",80302,4.0,2.0,2052.0,1530000,2022,bouldercounty
"2610 FREMONT ST  , NEDERLAND, CO 80466-9751",80466-9751,4.0,2.0,2116.0,975000,2022,bouldercounty
"2455 UNIVERSITY HEIGHTS AVE  , BOULDER, CO 80302",80302,4.0,2.5,3968.0,500000,2022,bouldercounty
"5356 DEER CREEK CT  , BOULDER, CO 80301",80301,4.0,3.0,3436.0,1554900,2022,bouldercounty
"710 CONCORD AVE  , BOULDER, CO 80302",80302,6.0,4.0,2576.0,1569000,2022,bouldercounty
"630 CREE CIR  , BOULDER, CO 80303",80303,4.0,2.0,2826.0,1301000,2022,bouldercounty
"2635 COLORADO AVE , BOULDER, CO 80304",80304,3.0,2.0,2022.0,1350000,2022,bouldercounty
"1400 LODGE LN  , BOULDER, CO 80303-8103",80303-8103,4.0,2.5,3602.0,830000,2022,bouldercounty
"4578 MAPLE CT  , BOULDER, CO 80301",80301,3.0,3.0,2374.0,975000,2022,bouldercounty
"827 MAXWELL AVE L, BOULDER, CO 80304",80304,2.0,1.5,946.0,640000,2022,bouldercounty
"2707 VALMONT RD 211C, BOULDER, CO 80304",80304,2.0,1.0,792.0,319000,2022,bouldercounty
"4650 HOLIDAY DR 201, BOULDER, CO 80304-4440",80304-4440,2.0,1.5,1123.0,750000,2022,bouldercounty
"2116 PEARL ST D, WASHINGTON, DC 20016-3177",20016-3177,3.0,2.0,1805.0,2000000,2022,bouldercounty
"4500 19TH ST 449, BOULDER, CO 80304",80304,,0.0,960.0,38000,2022,bouldercounty
"3602 LARKWOOD CT  , BOULDER, CO 80304",80304,3.0,2.5,2325.0,1497700,2022,bouldercounty
"4514 SPRUCEDALE PL  , BOULDER, CO 80301",80301,5.0,4.0,4459.0,1730000,2022,bouldercounty
"4751 MCKINLEY DR  , BOULDER, CO 80303-1142",80303-1142,3.0,2.0,2518.0,999000,2022,bouldercounty
"68 HURON CT  , BOULDER, CO 80303",80303,3.0,2.0,1549.0,852000,2022,bouldercounty
"4135 MONROE DR D, PHOENIX, AZ 85048",85048,2.0,1.0,968.0,460000,2022,bouldercounty
"5468 WHITE PL  , BOULDER, CO 80303",80303,2.0,1.5,1948.0,720000,2022,bouldercounty
"52 BENTHAVEN PL  , BOULDER, CO 80305-6253",80305-6253,2.0,1.5,1368.0,860000,2022,bouldercounty
"2695 JUNIPER AVE 67, BOULDER, CO 80304",80304,2.0,1.0,1138.0,635000,2022,bouldercounty
"2450 8TH ST E, BOULDER, CO 80302",80302,3.0,3.0,1729.0,1036600,2022,bouldercounty
"2270 SPRUCE ST B, HONOLULU, HI 96821",96821,1.0,1.0,740.0,495000,2022,bouldercounty
"2711 MAPLETON AVE 6, BOULDER, CO 80304",80304,1.0,1.0,400.0,295000,2022,bouldercounty
"2932 SHADOW CREEK DR 101, LONGMONT, CO 80503",80503,2.0,2.0,872.0,492000,2022,bouldercounty
"4772 FRANKLIN DR  , BOULDER, CO 80301-6214",80301-6214,2.0,2.5,1261.0,765000,2022,bouldercounty
"2530 28TH ST 112, BOULDER, CO 80301",80301,2.0,1.5,1239.0,739000,2022,bouldercounty
"2295 VINEYARD PL  , BOULDER, CO 80302",80302,4.0,2.5,3636.0,1250000,2022,bouldercounty
"4615 GORDON DR  , BOULDER, CO 80305",80305,5.0,2.0,2548.0,1067500,2022,bouldercounty
"785 31ST ST  , BOULDER, CO 80304",80304,3.0,2.0,1523.0,835000,2022,bouldercounty
"630 CREE CIR  , BOULDER, CO 80303",80303,4.0,2.0,2826.0,1301000,2022,bouldercounty
"3240 IRIS AVE G208, BOULDER, CO 80301",80301,1.0,1.0,624.0,299900,2022,bouldercounty
"5115 SANTA CLARA PL  , BOULDER, CO 80303",80303,8.0,6.0,4224.0,1080000,2022,bouldercounty
"3050 CORONA TRL M308, BOULDER, CO 80301",80301,2.0,1.0,862.0,380000,2022,bouldercounty
"2805 SUNDOWN LN 301, BELMONT, CA 94002",94002,2.0,2.0,1320.0,655000,2022,bouldercounty
"380 ERIE DR  , BOULDER, CO 80303",80303,3.0,2.0,2900.0,1730000,2022,bouldercounty
"425 DRAKE ST  , BOULDER, CO 80305",80305,5.0,3.0,3262.0,1690000,2022,bouldercounty
"630 LARAMIE BLVD  , BOULDER, CO 80304",80304,3.0,3.5,2050.0,998000,2022,bouldercounty
"3091 29TH ST 211, LONE TREE, CO 80124",80124,2.0,1.5,1209.0,510000,2022,bouldercounty
"3281 AIRPORT RD C212, BOULDER, CO 80301",80301,1.0,1.0,649.0,437500,2022,bouldercounty
"4500 19TH ST 127, BOULDER, CO 80304-0615",80304-0615,,0.0,896.0,105000,2022,bouldercounty
"3284 WRIGHT AVE  , BOULDER, CO 80301",80301,3.0,3.5,2060.0,950000,2022,bouldercounty
"2707 VALMONT RD 103B, BOULDER, CO 80304",80304,2.0,1.0,792.0,310000,2022,bouldercounty
"3825 NORTHBROOK DR 18, BOULDER, CO 80304",80304,3.0,2.0,1548.0,750000,2022,bouldercounty
"2727 FOLSOM ST 108, BOULDER, CO 80304",80304,2.0,1.0,704.0,400000,2022,bouldercounty
"3125 BLUFF ST , BOULDER, CO 80304",80304,3.0,2.5,1772.0,1400000,2022,bouldercounty
"4500 19TH ST 598, BOULDER, CO 80304",80304,,0.0,1072.0,98316,2022,bouldercounty
"3690 BROADWAY    , BOULDER, CO 80301",80301,4.0,3.0,2450.0,1278000,2022,bouldercounty
"1510 OAK AVE  , BOULDER, CO 80304",80304,3.0,2.0,1536.0,1300000,2022,bouldercounty
"15 33RD ST  , BOULDER, CO 80304",80304,5.0,1.5,1586.0,735000,2022,bouldercounty
"1111 MAXWELL AVE 228, BOULDER, CO 80304",80304,2.0,1.0,816.0,455000,2022,bouldercounty
"2635 MAPLETON AVE 7, BOULDER, CO 80304-3828",80304-3828,,0.0,854.0,48000,2022,bouldercounty
"15 33RD ST  , BOULDER, CO 80304",80304,5.0,1.5,1586.0,750000,2022,bouldercounty
"1045 WAITE DR  , BOULDER, CO 80303",80303,3.0,1.5,1645.0,925000,2022,bouldercounty
"50 SOUTH BOULDER CIR 5016, MORRISVILLE, VT 05661",05661,1.0,0.5,637.0,294500,2022,bouldercounty
"2845 LINKS DR  , BOULDER, CO 80301",80301,4.0,3.5,4336.0,1285000,2022,bouldercounty
"525 YALE RD  , BOULDER, CO 80305",80305,4.0,2.5,2176.0,1500000,2022,bouldercounty
"3850 BROADWAY   19, NEW YORK, NY 10028",10028,5.0,2.0,2002.0,820000,2022,bouldercounty
"3281 AIRPORT RD C112, BOULDER, CO 80301",80301,1.0,1.0,649.0,440000,2022,bouldercounty
"2201 PEARL ST 122, BOULDER, CO 80302",80302,1.0,1.0,611.0,454000,2022,bouldercounty
"280 ECHO PL  , BOULDER, CO 80302-8034",80302-8034,4.0,2.0,2886.0,1750000,2022,bouldercounty
"4245 MARTIN DR  , BOULDER, CO 80305",80305,3.0,1.5,2152.0,850000,2022,bouldercounty
"1346 SCRUB OAK CIR  , BOULDER, CO 80305-6256",80305-6256,4.0,1.5,1834.0,1675000,2022,bouldercounty
"3735 BIRCHWOOD DR 32, BOULDER, CO 80304",80304,2.0,1.5,1114.0,530000,2022,bouldercounty
"3775 BIRCHWOOD DR 58, BOULDER, CO 80304",80304,2.0,1.0,684.0,350000,2022,bouldercounty
"1655 WALNUT ST 106, LIVINGTON, NJ 07039",07039,5.0,2.0,2094.0,1380000,2022,bouldercounty
"4160 MONROE DR B, LONGMONT, CO 80503",80503,2.0,1.5,1056.0,502500,2022,bouldercounty
"4500 19TH ST 129, BOULDER, CO 80304",80304,,0.0,784.0,69000,2022,bouldercounty
"750 NORTH ST  , BOULDER, CO 80302",80302,3.0,1.5,2240.0,728600,2022,bouldercounty
"4877 10TH ST  , LAKE FOREST, IL 60045-3314",60045-3314,4.0,2.5,2127.0,1310000,2022,bouldercounty
"60 SOUTH BOULDER CIR 6028, LYONS, CO 80540",80540,1.0,1.0,637.0,320800,2022,bouldercounty
"4742 16TH ST  , BOULDER, CO 80304",80304,4.0,3.5,2640.0,987500,2022,bouldercounty
"4500 BASELINE RD 3101, WESTMINSTER, CO 80031",80031,2.0,2.0,1040.0,525000,2022,bouldercounty
"936 NORTH ST A, BOULDER, CO 80304",80304,3.0,2.5,1766.0,1590000,2022,bouldercounty
"936 NORTH ST B, BOULDER, CO 80304",80304,3.0,2.5,1766.0,1590000,2022,bouldercounty
"3085 9TH ST  , BOULDER, CO 80304",80304,2.0,1.5,1169.0,1460000,2022,bouldercounty
"5065 3RD ST  , BOULDER, CO 80304",80304,5.0,4.0,3201.0,1800000,2022,bouldercounty
"3654 CHASE CT  , GOLDEN, CO 80401",80401,4.0,2.5,2214.0,850000,2022,bouldercounty
"895 WAITE DR  , BOULDER, CO 80303",80303,4.0,2.5,2064.0,901000,2022,bouldercounty
"1485 PATTON DR  , BOULDER, CO 80303-1258",80303-1258,3.0,2.5,3843.0,1675000,2022,bouldercounty
"3030 DOVER DR  , BOULDER, CO 80305",80305,5.0,1.5,2270.0,1455000,2022,bouldercounty
"5640 TABLE TOP CT  , BOULDER, CO 80301",80301,4.0,3.5,2279.0,1126000,2022,bouldercounty
"2890 SHADOW CREEK DR 108, SAN JOSE, CA 95127",95127,2.0,2.0,934.0,569000,2022,bouldercounty
"1201 BALSAM AVE 301, BOULDER, CO 80304-3560",80304-3560,2.0,0.5,786.0,760000,2022,bouldercounty
"2930 BLUFF ST 331, BOULDER, CO 80301",80301,1.0,1.0,828.0,495000,2022,bouldercounty
"305 MARTIN DR  , BOULDER, CO 80305",80305,3.0,1.5,1040.0,850000,2022,bouldercounty
"3050 AURORA AVE  , BOULDER, CO 80303",80303,3.0,1.5,912.0,695000,2022,bouldercounty
"4467 COOLIDGE PL  , BOULDER, CO 80303",80303,3.0,3.0,2166.0,1250000,2022,bouldercounty
"2610 CORNELL CIR  , BOULDER, CO 80305",80305,3.0,1.5,1280.0,962500,2022,bouldercounty
"2718 NORTHBROOK PL  , BOULDER, CO 80304",80304,3.0,1.5,1560.0,735000,2022,bouldercounty
"735 PEARL ST  , BOULDER, CO 80302",80302,4.0,2.0,1784.0,1325000,2022,bouldercounty
"620 PEARL ST G, BOULDER, CO 80302",80302,1.0,1.0,658.0,589900,2022,bouldercounty
"4500 19TH ST 159, BOULDER, CO 80304-0655",80304-0655,,0.0,896.0,108000,2022,bouldercounty
"3003 VALMONT RD 93, BOULDER, CO 80301",80301,,0.0,840.0,2300,2022,bouldercounty
"5000 BUTTE ST 63, BOULDER, CO 80301-2237",80301-2237,,0.0,938.0,50000,2022,bouldercounty
"44 PIMA CT  , BOULDER, CO 80303",80303,3.0,3.0,2400.0,765000,2022,bouldercounty
"3485 CRIPPLE CREEK SQ H17, BOULDER, CO 80305",80305,2.0,1.5,1064.0,625000,2022,bouldercounty
"1064 FAIRWAY CT 3, BOULDER, CO 80303-2931",80303-2931,2.0,1.5,1289.0,585000,2022,bouldercounty
"3003 VALMONT RD 20, BOULDER, CO 80301",80301,,0.0,470.0,9000,2022,bouldercounty
"4500 19TH ST 265, BOULDER, CO 80304-0658",80304-0658,,0.0,1232.0,60000,2022,bouldercounty
"1305 REDWOOD AVE  , BOULDER, CO 80304",80304,3.0,2.0,2139.0,1166000,2022,bouldercounty
"3685 SILVER PLUME LN  , BOULDER, CO 80302",80302,3.0,1.5,1430.0,1350000,2022,bouldercounty
"1435 YARMOUTH AVE 202, BOULDER, CO 80304",80304,2.0,1.5,1073.0,817200,2022,bouldercounty
"938 NORTH ST A, BOULDER, CO 80304",80304,3.0,2.0,1351.0,1350000,2022,bouldercounty
"938 NORTH ST B, BOULDER, CO 80304",80304,3.0,2.0,1351.0,1350000,2022,bouldercounty
"3497 IRIS CT  , BOULDER, CO 80304",80304,5.0,2.5,3368.0,1400000,2022,bouldercounty
"4145 GUADELOUPE ST  , BOULDER, CO 80301-6083",80301-6083,4.0,3.0,3323.0,1765000,2022,bouldercounty
"3670 SILVER PLUME LN  , BOULDER, CO 80305-7214",80305-7214,3.0,1.5,1394.0,1279000,2022,bouldercounty
"3003 VALMONT RD 222, BOULDER, CO 80301-2149",80301-2149,,0.0,480.0,15000,2022,bouldercounty
"3969 SPRINGLEAF LN  , BOULDER, CO 80304",80304,3.0,4.0,3256.0,2005000,2022,bouldercounty
"1100 LASHLEY LN  , DENVER, CO 80210",80210,5.0,1.5,1528.0,849000,2022,bouldercounty
"40 35TH ST  , BOULDER, CO 80305",80305,4.0,2.5,1280.0,900000,2022,bouldercounty
"210 KIOWA PL  , BOULDER, CO 80303",80303,4.0,3.0,3443.0,1986100,2022,bouldercounty
"3050 CORONA TRL M102, BOULDER, CO 80301-1436",80301-1436,1.0,1.0,798.0,335000,2022,bouldercounty
"2707 VALMONT RD 211B, WESTMINSTER, CO 80021",80021,2.0,1.0,792.0,335500,2022,bouldercounty
"625 PEARL ST 6, DENVER, CO 80207",80207,2.0,1.0,748.0,525000,2022,bouldercounty
"550 MOHAWK DR 72, BOULDER, CO 80303-3796",80303-3796,2.0,1.5,1109.0,555000,2022,bouldercounty
"2330 14TH ST 1, BOULDER, CO 80304",80304,1.0,1.0,705.0,850000,2022,bouldercounty
"350 QUAIL CIR  , BOULDER, CO 80304",80304,3.0,2.5,2821.0,1550000,2022,bouldercounty
"2965 17TH ST  , BOULDER, CO 80304-3147",80304-3147,5.0,3.0,3071.0,2065000,2022,bouldercounty
"4954 10TH ST  , BOULDER, CO 80304",80304,3.0,2.0,1684.0,815500,2022,bouldercounty
"1554 CHAMBERS DR  , FORT COLLINS , CO 80521",80521,4.0,2.5,2415.0,779500,2022,bouldercounty
"824 CYPRESS DR  , BOULDER, CO 80303",80303,5.0,3.5,4625.0,1955000,2022,bouldercounty
"1055 MIAMI WAY  , BOULDER, CO 80305",80305,3.0,2.0,1753.0,1256000,2022,bouldercounty
"3445 MOORHEAD AVE  , CENTENNIAL, CO 80112",80112,2.0,1.5,1568.0,750100,2022,bouldercounty
"2490 GLENWOOD DR  , BOULDER, CO 80304",80304,3.0,1.5,2195.0,1135000,2022,bouldercounty
"2231 16TH ST  , BOULDER, CO 80306",80306,3.0,2.0,1500.0,1600000,2022,bouldercounty
"12 BENTHAVEN PL  , BOULDER, CO 80305",80305,3.0,2.0,1612.0,1110000,2022,bouldercounty
"2853 SPRINGDALE LN 2853, BOULDER, CO 80303",80303,3.0,2.5,1656.0,699000,2022,bouldercounty
"1021 LARAMIE BLVD A, BOULDER, CO 80304",80304,1.0,1.0,750.0,450000,2022,bouldercounty
"940 NORTH ST B, BOULDER, CO 80304",80304,3.0,2.0,1351.0,1350000,2022,bouldercounty
"2930 GLENWOOD DR  , BOULDER, CO 80305",80305,3.0,2.0,1887.0,806200,2022,bouldercounty
"665 MANHATTAN DR 204, BOULDER, CO 80305",80305,2.0,1.5,880.0,420000,2022,bouldercounty
"2110 BASELINE RD  , GREENWICH, CT 06830",06830,3.0,1.5,1157.0,797000,2022,bouldercounty
"2140 9TH ST  , BOULDER, CO 80302",80302,4.0,3.0,3432.0,1900000,2022,bouldercounty
"88 ONTARIO CT  , BOULDER, CO 80303",80303,3.0,2.5,2018.0,875000,2022,bouldercounty
"2545 BALSAM DR , BOULDER, CO 80304-3713",80304-3713,4.0,2.5,2596.0,1456700,2022,bouldercounty
"4415 LAGUNA PL 109, BOULDER, CO 80305",80305,2.0,2.0,1222.0,550000,2022,bouldercounty
"4650 HOLIDAY DR 202, BOULDER, CO 80304-4440",80304-4440,1.0,1.0,736.0,535500,2022,bouldercounty
"940 NORTH ST A, BOULDER, CO 80304",80304,3.0,2.0,1351.0,1390000,2022,bouldercounty
"4915 TWIN LAKES RD 17, BOULDER, CO 80301",80301,1.0,1.0,738.0,350000,2022,bouldercounty
"5000 BUTTE ST 303, BOULDER, CO 80301-2241",80301-2241,,0.0,896.0,90000,2022,bouldercounty
"4760 HANCOCK DR  , BOULDER, CO 80303-1104",80303-1104,4.0,2.0,2206.0,1180000,2022,bouldercounty
"2807 SUNDOWN LN 105, PORT JERVIS, NY 12771",12771,2.0,2.0,961.0,585000,2022,bouldercounty
"3015 8TH ST  , BOULDER, CO 80304-2513",80304-2513,5.0,1.5,2720.0,2000000,2022,bouldercounty
"1240 ITHACA DR  , BOULDER, CO 80305",80305,5.0,1.5,2046.0,1400000,2022,bouldercounty
"3103 29TH ST 102, BOULDER, CO 80301",80301,1.0,1.0,504.0,366000,2022,bouldercounty
"755 PEARL ST  , BOULDER, CO 80302",80302,2.0,1.5,1296.0,1250000,2022,bouldercounty
"4236 EVANS DR  , BOULDER, CO 80303-2519",80303-2519,2.0,1.5,1660.0,946000,2022,bouldercounty
"110 CHEROKEE WAY  , BOULDER, CO 80303",80303,3.0,2.0,2340.0,700000,2022,bouldercounty
"350 COLGATE AVE  , BOULDER, CO 80305-5357",80305-5357,4.0,2.0,2430.0,1160000,2022,bouldercounty
"1790 BALSAM AVE  , BOULDER, CO 80304",80304,3.0,2.0,1585.0,1500000,2022,bouldercounty
"850 20TH ST 303, BOULDER, CO 80302",80302,1.0,1.0,672.0,405000,2022,bouldercounty
"2960 SHADOW CREEK DR 311, LONGMONT, CO 80502",80502,2.0,1.0,735.0,486000,2022,bouldercounty
"2116 PEARL ST E, BOULDER, CO 80302",80302,3.0,2.5,1668.0,1825000,2022,bouldercounty
"2671 WINDING TRAIL DR  , CHARLOTTESVILLE, VA 22903",22903,3.0,2.5,2416.0,1400000,2022,bouldercounty
"5235 CENTENNIAL TRL  , BOULDER, CO 80303",80303,3.0,2.0,1068.0,802500,2022,bouldercounty
"1080 FAIRWAY CT 2, BOULDER, CO 80303-2978",80303-2978,2.0,1.5,1224.0,594000,2022,bouldercounty
"805 29TH ST 155, BOULDER, CO 80303",80303,1.0,1.0,708.0,355000,2022,bouldercounty
"805 29TH ST 307, BOULDER, CO 80303",80303,1.0,1.0,708.0,335000,2022,bouldercounty
"3393 ONEAL PKWY 28, ASPEN, CO 81612",81612,2.0,1.0,930.0,505000,2022,bouldercounty
"3009 MADISON AVE 215L, BOULDER, CO 80303",80303,2.0,1.5,1102.0,448000,2022,bouldercounty
"2116 PEARL ST C, BOULDER, CO 80302",80302,3.0,2.0,1789.0,2000000,2022,bouldercounty
"4570 SIOUX DR  , BOULDER, CO 80303",80303,3.0,1.5,2400.0,1175500,2022,bouldercounty
"2603 JUNIPER AVE  , BOULDER, CO 80304-2454",80304-2454,3.0,2.0,1839.0,811000,2022,bouldercounty
"903 18TH ST 103, BOULDER, CO 80308",80308,4.0,4.0,1333.0,875000,2022,bouldercounty
"2810 COLLEGE AVE 305, BOCA RATON, FL 33431",33431,2.0,2.5,1328.0,710000,2022,bouldercounty
"810 32ND ST  , BOULDER, CO 80303",80303,4.0,1.5,1323.0,906000,2022,bouldercounty
"4793 EDISON AVE  , BOULDER, CO 80301",80301,3.0,2.5,1956.0,727500,2022,bouldercounty
"440 TERRACE AVE  , BOULDER, CO 80304-4811",80304-4811,3.0,4.5,2798.0,1250000,2022,bouldercounty
"3009 MADISON AVE 307I, BOULDER, CO 80303",80303,1.0,1.0,570.0,300000,2022,bouldercounty
"3461 28TH ST 1, BOULDER, CO 80301",80301,1.0,1.5,791.0,366000,2022,bouldercounty
"4334 CLAY COMMONS CT 4334, BOULDER, CO 80303",80303,3.0,2.0,2733.0,1010000,2022,bouldercounty
"1301 CANYON BLVD 204, BOULDER, CO 80302",80302,1.0,1.5,1465.0,1415000,2022,bouldercounty
"235 MANHATTAN DR  , BOULDER, CO 80303",80303,5.0,3.0,2594.0,1475000,2022,bouldercounty
"3190 17TH ST  , BOULDER, CO 80304",80304,3.0,2.0,2178.0,1586000,2022,bouldercounty
"1221 LINDEN AVE  , BOULDER, CO 80304",80304,3.0,2.5,1778.0,1300000,2022,bouldercounty
"4500 19TH ST 340, BOULDER, CO 80304",80304,,0.0,1620.0,97000,2022,bouldercounty
"4452 9TH ST  , BOULDER, CO 80304",80304,4.0,3.5,1811.0,1335000,2022,bouldercounty
"3260 47TH ST 107A, BOULDER, CO 80301-5424",80301-5424,2.0,2.0,1030.0,581000,2022,bouldercounty
"5065 RALSTON ST A, BOULDER, CO 80304",80304,3.0,4.0,2866.0,1500000,2022,bouldercounty
"1836 22ND ST , BOULDER, CO 80302",80302,3.0,2.0,1510.0,1350000,2022,bouldercounty
"935 GILLASPIE DR  , BOULDER, CO 80305",80305,3.0,2.5,2674.0,1668400,2022,bouldercounty
"3003 VALMONT RD 37, BOULDER, CO 80301",80301,,0.0,460.0,32900,2022,bouldercounty
"3204 47TH ST  , BOULDER, CO 80305-6911",80305-6911,3.0,3.0,1745.0,600000,2022,bouldercounty
"5537 LONE EAGLE CT  , BOULDER, CO 80301",80301,3.0,2.5,1516.0,915000,2022,bouldercounty
"3705 BIRCHWOOD DR 7, BOULDER, CO 80304",80304,2.0,2.0,1144.0,653000,2022,bouldercounty
"2260 SPRUCE ST A, BOULDER, CO 80302",80302,2.0,1.5,1026.0,815000,2022,bouldercounty
"215 MANHATTAN DR  , BOULDER, CO 80303",80303,4.0,1.5,2276.0,1252000,2022,bouldercounty
"5843 ORCHARD CREEK LN  , BOULDER, CO 80301",80301,4.0,3.0,3464.0,1400000,2022,bouldercounty
"1405 BROADWAY  314, BOULDER, CO 80305",80305,1.0,1.0,435.0,366000,2022,bouldercounty
"4985 TWIN LAKES RD 85, BOULDER, CO 80301",80301,2.0,2.0,961.0,455000,2022,bouldercounty
"2930 SHADOW CREEK DR 106, GAINESVILLE, FL 32608",32608,1.0,1.0,613.0,411000,2022,bouldercounty
"4975 TWIN LAKES RD 80, BOULDER, CO 80301",80301,2.0,2.0,961.0,412000,2022,bouldercounty
"4300 DARLEY AVE  , CHICAGO, IL 60607",60607,3.0,2.0,1971.0,1225000,2022,bouldercounty
"600 CREE CIR  , BOULDER, CO 80304-2541",80304-2541,4.0,2.5,2254.0,1275000,2022,bouldercounty
"2875 JUILLIARD ST  , BERKELEY HEIGHTS, NJ 07922-2430",07922-2430,5.0,2.0,2968.0,1850000,2022,bouldercounty
"487 PEARL ST  , BOULDER, CO 80302",80302,3.0,3.0,1812.0,1300000,2022,bouldercounty
"2902 SHADOW CREEK DR 103, NORTHBROOK, IL 60062",60062,1.0,1.0,608.0,360000,2022,bouldercounty
"4725 16TH ST 102, BOULDER, CO 80304",80304,2.0,1.5,1028.0,625000,2022,bouldercounty
"2610 LLOYD CIR  , BOULDER, CO 80304",80304,2.0,1.5,1223.0,1237500,2022,bouldercounty
"2603 TUMWATER LN  , BOULDER, CO 80304",80304,3.0,1.5,1128.0,875000,2022,bouldercounty
"3035 GALENA WAY  , BOULDER, CO 80305",80305,3.0,1.5,2094.0,1350000,2022,bouldercounty
"2460 GRAPE AVE  , BOULDER, CO 80304-2832",80304-2832,4.0,1.5,1994.0,2001100,2022,bouldercounty
"3335 CHISHOLM TRL D202, BOULDER, CO 80301",80301,2.0,1.5,963.0,475500,2022,bouldercounty
"1850 FOLSOM ST 305, BOULDER, CO 80302",80302,2.0,2.0,1267.0,700000,2022,bouldercounty
"745 ARAPAHOE AVE 303, BOULDER, CO 80306",80306,2.0,1.5,1240.0,785000,2022,bouldercounty
"3260 47TH ST 204A, BOULDER, CO 80301",80301,1.0,1.0,943.0,535000,2022,bouldercounty
"1633 18TH ST 1, BOULDER, CO 80302",80302,2.0,1.0,803.0,616000,2022,bouldercounty
"4500 BASELINE RD 3403, BOULDER, CO 80303",80303,2.0,2.0,1186.0,600000,2022,bouldercounty
"4500 19TH ST 606, LONGMONT, CO 80504-3765",80504-3765,,0.0,840.0,35000,2022,bouldercounty
"425 ONEIDA ST  , BOULDER, CO 80303",80303,3.0,1.5,1892.0,1104000,2022,bouldercounty
"3360 15TH ST  , BOULDER, CO 80304",80304,3.0,2.5,2157.0,1500000,2022,bouldercounty
"3797 TALISMAN PL C, BOULDER, CO 80301",80301,2.0,1.5,968.0,425000,2022,bouldercounty
"1850 FOLSOM ST 1010, BOULDER, CO 80302",80302,2.0,1.5,1357.0,700000,2022,bouldercounty
"805 29TH ST 208, HIGHLANDS RANCH, CO 80130",80130,1.0,1.0,708.0,330000,2022,bouldercounty
"805 29TH ST 255, BOULDER, CO 80303",80303,1.0,1.0,708.0,330000,2022,bouldercounty
"695 MANHATTAN DR 6, BOULDER, CO 80303",80303,2.0,1.5,888.0,461500,2022,bouldercounty
"2800 KALMIA AVE A326, BOULDER, CO 80301",80301,2.0,1.5,888.0,405000,2022,bouldercounty
"830 12TH ST  , BOULDER, CO 80302",80302,3.0,1.0,2436.0,1200000,2022,bouldercounty
"709 MOHAWK DR  , CENTENNIAL, CO 80111",80111,6.0,2.5,2400.0,850000,2022,bouldercounty
"3830 CARLOCK DR  , BOULDER, CO 80305",80305,3.0,1.5,1521.0,1283000,2022,bouldercounty
"2926 16TH ST  , BOULDER, CO 80304",80304,3.0,1.5,1627.0,1250000,2022,bouldercounty
"3165 WESTWOOD CT  , BOULDER, CO 80304-2970",80304-2970,3.0,3.0,1835.0,950000,2022,bouldercounty
"4500 19TH ST 601, BOULDER, CO 80304-0624",80304-0624,,0.0,1232.0,105000,2022,bouldercounty
"5000 BUTTE ST 22, BOULDER, CO 80301",80301,,0.0,624.0,160000,2022,bouldercounty
"5000 BUTTE ST 231, BOULDER, CO 80301-6310",80301-6310,,0.0,1344.0,145000,2022,bouldercounty
"425 45TH ST  , BOULDER, CO 80305",80305,4.0,2.0,2312.0,1020000,2022,bouldercounty
"1405 BROADWAY  209, BOULDER, CO 80302",80302,1.0,1.0,425.0,365000,2022,bouldercounty
"3517 BROADWAY  D, BOULDER, CO 80304",80304,2.0,1.5,849.0,675000,2022,bouldercounty
"829 13TH ST  , BAINBRIDGE ISLAND, WA 98110",98110,4.0,3.0,3135.0,1865000,2022,bouldercounty
"2050 GRAPE AVE  , BOULDER, CO 80304",80304,3.0,1.5,1480.0,1375000,2022,bouldercounty
"3660 IRIS AVE C, BOULDER, CO 80301",80301,2.0,1.0,880.0,455000,2022,bouldercounty
"2630 JUNIPER AVE 37-4, BOULDER, CO 80305",80305,1.0,1.0,548.0,275000,2022,bouldercounty
"2630 JUNIPER AVE 37-5, BOULDER, CO 80304",80304,1.0,1.0,548.0,275000,2022,bouldercounty
"2707 VALMONT RD 105A, BOULDER, CO 80304",80304,1.0,1.0,576.0,270000,2022,bouldercounty
"1717 IRIS AVE  , BOULDER, CO 80304",80304,4.0,3.0,3267.0,1680000,2022,bouldercounty
"3641 PAONIA ST  , BOULDER, CO 80301",80301,3.0,3.5,4519.0,2000000,2022,bouldercounty
"591 WINGATE AVE  , BOULDER, CO 80304",80304,5.0,3.0,4074.0,2060000,2022,bouldercounty
"3365 MARTIN DR  , BOULDER, CO 80305",80305,3.0,1.5,1326.0,806000,2022,bouldercounty
"1860 WALNUT ST 4, WARD, CO 80481",80481,2.0,1.0,1080.0,855000,2022,bouldercounty
"1045 LARAMIE BLVD  , BOULDER, CO 80304",80304,1.0,1.0,650.0,430000,2022,bouldercounty
"3601 ARAPAHOE AVE 401, BOULDER, CO 80303",80303,1.0,1.0,916.0,597000,2022,bouldercounty
"5000 BUTTE ST 267, BOULDER, CO 80301-2241",80301-2241,,0.0,798.0,68000,2022,bouldercounty
"5000 BUTTE ST 36, BOULDER, CO 80301-0477",80301-0477,,0.0,928.0,80750,2022,bouldercounty
"1315 TAMARACK AVE , BOULDER, CO 80304",80304,3.0,1.5,1404.0,1250000,2022,bouldercounty
