address,addressZipcode,beds,baths,area,price,year,source
"2035 4TH ST , BOULDER, CO 80302-4913",80302-4913,3.0,2.0,1208.0,1290000,2018,bouldercounty
"2124 PINE ST , JUNEAU, AK 99801",99801,3.0,1.0,1096.0,730000,2018,bouldercounty
"5935 BRANDYWINE CT , BOULDER, CO 80301",80301,4.0,3.5,3524.0,669500,2018,bouldercounty
"3401 ARAPAHOE AVE 311, CHANTILLY, VA 20152",20152,2.0,1.5,1820.0,926700,2018,bouldercounty
"780 31ST ST , RICHMOND, VA 23235",23235,2.0,1.5,1026.0,609200,2018,bouldercounty
"805 29TH ST 161, LOVELAND, CO 80537",80537,2.0,1.0,864.0,299900,2018,bouldercounty
"2420 9TH ST 16, BOULDER, CO 80304-3958",80304-3958,1.0,0.5,595.0,246300,2018,bouldercounty
"935 BROADWAY  212, BOULDER, CO 80303",80303,1.0,1.0,660.0,350000,2018,bouldercounty
"1219 HIGH ST , BOULDER, CO 80304",80304,3.0,1.5,2149.0,1400000,2018,bouldercounty
"5347 DEER CREEK CT , BOULDER, CO 80301",80301,4.0,3.0,3682.0,730000,2018,bouldercounty
"86 GENESEE CT , BOULDER, CO 80303",80303,4.0,2.0,2068.0,668800,2018,bouldercounty
"786 COTTAGE LN , BOULDER, CO 80304",80304,2.0,1.5,1168.0,699000,2018,bouldercounty
"850 20TH ST 304, BOULDER, CO 80302",80302,1.0,1.0,720.0,298500,2018,bouldercounty
"1303 ALPINE AVE 14A, BOULDER, CO 80304",80304,2.0,1.5,1112.0,575000,2018,bouldercounty
"3835 TALISMAN PL B, BOULDER, CO 80301",80301,2.0,1.5,968.0,350000,2018,bouldercounty
"3835 TALISMAN PL B, BOULDER, CO 80301",80301,2.0,1.5,968.0,350000,2018,bouldercounty
"4254 MONROE DR D, BOULDER, CO 80303",80303,2.0,1.0,968.0,400000,2018,bouldercounty
"625 MANHATTAN PL 310, BOULDER, CO 80303-4066",80303-4066,2.0,1.5,819.0,332500,2018,bouldercounty
"1512 CHAMBERS DR , BOULDER, CO 80305",80305,3.0,2.5,1980.0,555000,2018,bouldercounty
"2610 6TH ST , BOULDER, CO 80304",80304,6.0,3.5,3334.0,444500,2018,bouldercounty
"2610 6TH ST , BOULDER, CO 80304",80304,6.0,3.5,3334.0,825500,2018,bouldercounty
"1934 18TH ST 20, BOULDER, CO 80306",80306,1.0,1.0,406.0,150000,2018,bouldercounty
"3140 EASTWOOD CT , DENVER, CO 80202",80202,3.0,2.0,1810.0,390000,2018,bouldercounty
"3250 ONEAL CIR 37J, BOULDER, CO 80304",80304,2.0,1.0,705.0,302000,2018,bouldercounty
"3386 HICKOK PL , BOULDER, CO 80306",80306,2.0,2.0,1305.0,200000,2018,bouldercounty
"3340 SENTINEL DR , BOULDER, CO 80301-5476",80301-5476,4.0,3.0,2388.0,699500,2018,bouldercounty
"850 35TH ST , BOULDER, CO 80303",80303,3.0,1.5,1328.0,620000,2018,bouldercounty
"402 JUNIPER AVE , BOULDER, CO 80302",80302,5.0,2.5,2576.0,1200000,2018,bouldercounty
"4182 LONGVIEW LN , BOULDER, CO 80301-1727",80301-1727,3.0,3.0,1925.0,695000,2018,bouldercounty
"2365 HILLSDALE WAY , BOULDER, CO 80305-5623",80305-5623,4.0,2.5,2276.0,1060000,2018,bouldercounty
"4866 4TH ST , BOULDER, CO 80304",80304,5.0,4.0,4400.0,1895000,2018,bouldercounty
"4500 19TH ST 60, LONGMONT, CO 80501",80501,0.0,0.0,0.0,60000,2018,bouldercounty
"3401 ARAPAHOE AVE 318, BOULDER, CO 80303",80303,1.0,1.0,842.0,570800,2018,bouldercounty
"860 GILPIN DR , BOULDER, CO 80303-2523",80303-2523,3.0,2.0,2284.0,575000,2018,bouldercounty
"3150 KITTRELL CT , BOULDER, CO 80305",80305,5.0,2.5,2892.0,950000,2018,bouldercounty
"680 YALE RD , BOULDER, CO 80305",80305,4.0,1.5,1796.0,788000,2018,bouldercounty
"2690 STEPHENS RD , BOULDER, CO 80305-5762",80305-5762,3.0,1.5,1247.0,775000,2018,bouldercounty
"990 YELLOW PINE AVE , BOULDER, CO 80304",80304,4.0,3.5,3838.0,1297900,2018,bouldercounty
"1944 ARAPAHOE AVE A, BOULDER, CO 80302",80302,2.0,1.5,1047.0,705000,2018,bouldercounty
"4500 19TH ST 8, BIRMINGHAM, MI 48009-6246",48009-6246,0.0,0.0,0.0,27674,2018,bouldercounty
"3255 OURAY ST , BOULDER, CO 80301-3709",80301-3709,4.0,3.0,3329.0,905000,2018,bouldercounty
"3401 ARAPAHOE AVE 418, BOULDER, CO 80303",80303,1.0,1.0,840.0,599000,2018,bouldercounty
"5510 STONEWALL PL 22, ERIE, CO 80516",80516,2.0,1.5,859.0,325000,2018,bouldercounty
"715 GILPIN DR , LOUISVILLE, CO 80027",80027,5.0,2.5,2208.0,610000,2018,bouldercounty
"915 MIAMI WAY , BOULDER, CO 80305",80305,4.0,2.0,1898.0,839900,2018,bouldercounty
"1333 MARIPOSA AVE , BOULDER, CO 80302",80302,2.0,1.0,1646.0,1210000,2018,bouldercounty
"2992 23RD ST , BOULDER, CO 80304",80304,4.0,2.5,2408.0,778500,2018,bouldercounty
"2176 RIVERSIDE LN , BOULDER, CO 80304-0997",80304-0997,5.0,4.0,6086.0,2048800,2018,bouldercounty
"845 34TH ST , BOULDER, CO 80303-2413",80303-2413,3.0,1.5,1000.0,565000,2018,bouldercounty
"2850 COLLEGE AVE 306, LAFAYETTE, CO 80026",80026,2.0,2.5,1280.0,507500,2018,bouldercounty
"1400 LANDIS CT , BOULDER, CO 80303-1122",80303-1122,4.0,2.5,2688.0,866900,2018,bouldercounty
"1382 GLEN CT , BOULDER, CO 80305",80305,3.0,2.0,1834.0,750000,2018,bouldercounty
"1382 GLEN CT , BOULDER, CO 80305",80305,3.0,2.0,1834.0,740000,2018,bouldercounty
"5081 5TH ST , BOULDER, CO 80304",80304,3.0,4.5,2580.0,850000,2018,bouldercounty
"1313 PINE ST , BOULDER, CO 80302",80302,5.0,2.5,2304.0,1500000,2018,bouldercounty
"2015 MESA DR , BOULDER, CO 80304-3619",80304-3619,3.0,1.0,1080.0,800000,2018,bouldercounty
"1779 YARMOUTH AVE A4, BOULDER, CO 80304",80304,2.0,1.0,885.0,145700,2018,bouldercounty
"1235 TAMARACK AVE , BOULDER, CO 80304",80304,4.0,3.0,2932.0,1299000,2018,bouldercounty
"3375 TALISMAN CT D, BOULDER, CO 80301",80301,2.0,1.0,880.0,348000,2018,bouldercounty
"4965 TWIN LAKES RD 62, BOULDER, CO 80301-3892",80301-3892,2.0,2.0,961.0,324900,2018,bouldercounty
"5212 PINEHURST DR , BOULDER, CO 80301",80301,4.0,3.0,3583.0,975000,2018,bouldercounty
"3215 FOUNDRY PL 104N, BOULDER, CO 80301",80301,2.0,2.5,1306.0,575000,2018,bouldercounty
"2865 SUNDOWN LN 201, LONGMONT, CO 80504",80504,2.0,2.0,887.0,390000,2018,bouldercounty
"33 SOUTH BOULDER CIR 201, BOULDER, CO 80303",80303,2.0,1.5,1074.0,375000,2018,bouldercounty
"4818 6TH ST , BOULDER, CO 80304-0593",80304-0593,5.0,3.5,5138.0,1300000,2018,bouldercounty
"5000 BUTTE ST 195, BOULDER, CO 80301-2239",80301-2239,0.0,0.0,0.0,84000,2018,bouldercounty
"1055 8TH ST , BOULDER, CO 80302",80302,4.0,3.5,3083.0,2050000,2018,bouldercounty
"1245 NORWOOD AVE 44, BOULDER, CO 80306",80306,3.0,2.0,1532.0,550000,2018,bouldercounty
"1648 BRADLEY DR , EVERGREEN, CO 80439",80439,3.0,2.5,1440.0,629000,2018,bouldercounty
"855 15TH ST , ATHERTON, CA 94027",94027,4.0,2.0,2297.0,1065000,2018,bouldercounty
"3065 30TH ST 1B, LOUISVILLE, CO 80027",80027,2.0,1.5,886.0,326500,2018,bouldercounty
"4222 GREENBRIAR BLVD , BOULDER, CO 80305",80305,2.0,1.5,1152.0,525000,2018,bouldercounty
"1536 BRADLEY DR , BOULDER, CO 80305",80305,2.0,2.0,1447.0,464000,2018,bouldercounty
"2227 CANYON BLVD 101A, BOULDER, CO 80302",80302,2.0,1.5,1059.0,397500,2018,bouldercounty
"2227 CANYON BLVD 306A, BOULDER, CO 80302-5639",80302-5639,1.0,1.0,702.0,290000,2018,bouldercounty
"1200 COLLEGE AVE 123, SUPERIOR, CO 80027",80027,3.0,1.5,992.0,497000,2018,bouldercounty
"4500 19TH ST 175, BOULDER, CO 80304",80304,0.0,0.0,0.0,40000,2018,bouldercounty
"4178 CLIFTON CT , BOULDER, CO 80301-1711",80301-1711,6.0,3.0,4377.0,1359800,2018,bouldercounty
"3198 29TH ST , BOULDER, CO 80301",80301,5.0,3.0,1844.0,582500,2018,bouldercounty
"3055 DARTMOUTH AVE , BOULDER, CO 80305",80305,3.0,2.0,2480.0,625000,2018,bouldercounty
"2283 NICHOLL ST , BOULDER, CO 80304",80304,3.0,1.5,1411.0,650000,2018,bouldercounty
"3250 ONEAL CIR 26L, BOULDER, CO 80301",80301,1.0,1.0,631.0,239900,2018,bouldercounty
"2818 11TH ST , BOULDER, CO 80302",80302,1.0,1.0,784.0,770000,2018,bouldercounty
"1828 PEARL ST , BOULDER, CO 80302",80302,2.0,1.0,1086.0,916300,2018,bouldercounty
"1830 PEARL ST , BOULDER, CO 80302",80302,3.0,2.5,1743.0,1505100,2018,bouldercounty
"1834 PEARL ST , KEY WEST, FL 33040",33040,4.0,2.5,1743.0,1559900,2018,bouldercounty
"748 19TH ST , LOUISVILLE, CO 80027",80027,2.0,2.5,4254.0,1500000,2018,bouldercounty
"715 ARAPAHOE AVE 4, BOULDER, CO 80304",80304,2.0,1.5,1227.0,580000,2018,bouldercounty
"737 WALNUT ST , BOULDER, CO 80302-5358",80302-5358,2.0,1.5,1755.0,1825000,2018,bouldercounty
"2480 BALSAM DR , BOULDER, CO 80304",80304,3.0,2.5,3720.0,1450000,2018,bouldercounty
"2341 BLUFF ST , BOULDER, CO 80304-3717",80304-3717,4.0,2.0,960.0,1010000,2018,bouldercounty
"1731 HAWTHORN AVE , BOULDER, CO 80304",80304,4.0,1.0,2618.0,1155500,2018,bouldercounty
"3301 ARAPAHOE AVE 404, BOULDER, CO 80303",80303,0.0,1.0,825.0,579000,2018,bouldercounty
"860 INCA PKWY , BOULDER, CO 80303",80303,4.0,3.0,2616.0,700000,2018,bouldercounty
"1127 BARBERRY CT , BOULDER, CO 80305",80305,4.0,3.0,3606.0,1289000,2018,bouldercounty
"2750 CARNEGIE DR , PACIFICA, CA 94044",94044,3.0,2.0,1620.0,875000,2018,bouldercounty
"547 UTICA AVE CA-2, BOULDER, CO 80304",80304,2.0,1.5,1424.0,780000,2018,bouldercounty
"1832 PEARL ST , BOULDER, CO 80302",80302,4.0,2.5,1743.0,1554000,2018,bouldercounty
"3035 ONEAL PKWY 19V, LOS ANGELES, CA 90036",90036,1.0,1.0,854.0,235000,2018,bouldercounty
"3401 ARAPAHOE AVE 410, MOUNTAIN VIEW, CA 94041",94041,2.0,1.5,1251.0,678000,2018,bouldercounty
"805 29TH ST 559, LITTLETON, CO 80127",80127,3.0,2.0,1242.0,474500,2018,bouldercounty
"4415 LAGUNA PL 101, BOULDER, CO 80303-3781",80303-3781,2.0,1.5,1188.0,415000,2018,bouldercounty
"3172 11TH ST , BOULDER, CO 80304",80304,3.0,2.5,2916.0,1610000,2018,bouldercounty
"3065 30TH ST 4B, BOULDER, CO 80301-1351",80301-1351,2.0,1.5,886.0,330000,2018,bouldercounty
"3301 ARAPAHOE AVE 319, COLUMBUS, OH 43235",43235,1.0,1.0,1162.0,600500,2018,bouldercounty
"3301 ARAPAHOE AVE 409, BOULDER, CO 80303",80303,1.0,1.0,990.0,570900,2018,bouldercounty
"805 29TH ST 360, BOULDER, CO 80303-2325",80303-2325,1.0,1.0,661.0,282000,2018,bouldercounty
"3293 MADISON AVE S105, BOULDER, CO 80303",80303,2.0,1.5,1102.0,386900,2018,bouldercounty
"5192 HOLMES PL , BOULDER, CO 80303",80303,4.0,2.5,3887.0,895000,2018,bouldercounty
"2930 BROADWAY  B101, BOULDER, CO 80304",80304,2.0,1.5,820.0,141000,2018,bouldercounty
"5530 STONEWALL PL 12, BOULDER, CO 80301",80301,1.0,1.0,606.0,228500,2018,bouldercounty
"1505 PEARL ST 111, BOULDER, CO 80302-5469",80302-5469,1.0,2.0,1466.0,867000,2018,bouldercounty
"4500 19TH ST 553, BOULDER, CO 80304",80304,0.0,0.0,0.0,40000,2018,bouldercounty
"3003 VALMONT RD 14, BOULDER, CO 80301",80301,0.0,0.0,0.0,23000,2018,bouldercounty
"2950 EAGLE WAY , BOULDER, CO 80301",80301,2.0,2.5,1541.0,514900,2018,bouldercounty
"3250 ONEAL CIR 21H, BOULDER, CO 80301",80301,1.0,1.0,631.0,242300,2018,bouldercounty
"5000 BUTTE ST 199, BOULDER, CO 80301",80301,0.0,0.0,0.0,41000,2018,bouldercounty
"3256 SENTINEL DR , ANCHORAGE, AK 99517",99517,2.0,2.0,1818.0,548000,2018,bouldercounty
"3131 10TH ST , BOULDER, CO 80304",80304,5.0,2.5,2522.0,1950000,2018,bouldercounty
"3168 5TH ST , BOULDER, CO 80304",80304,4.0,4.5,3723.0,1795000,2018,bouldercounty
"343 DAKOTA BLVD , BOULDER, CO 80304",80304,4.0,3.5,3665.0,1805000,2018,bouldercounty
"2153 GROVE CIR , BOULDER, CO 80302",80302,3.0,1.5,1304.0,860500,2018,bouldercounty
"4500 19TH ST 414, BOULDER, CO 80304",80304,0.0,0.0,0.0,47881,2018,bouldercounty
"3525 28TH ST 102, BOULDER, CO 80301-1572",80301-1572,2.0,1.0,756.0,315000,2018,bouldercounty
"3301 ARAPAHOE AVE 317, BOULDER, CO 80303",80303,2.0,2.0,1515.0,885100,2018,bouldercounty
"1430 KENDALL DR , BOULDER, CO 80305",80305,4.0,2.0,1834.0,922000,2018,bouldercounty
"1927 23RD ST B, ENGLEWOOD, CO 80111-5441",80111-5441,2.0,1.5,1028.0,725000,2018,bouldercounty
"1155 CANYON BLVD 209, DIABLO, CA 94528",94528,1.0,1.5,1890.0,1325000,2018,bouldercounty
"4500 19TH ST 31, BOULDER, CO 80304",80304,0.0,0.0,0.0,62000,2018,bouldercounty
"2485 AGATE LN , BOULDER, CO 80304",80304,4.0,4.5,4234.0,1510000,2018,bouldercounty
"3301 ARAPAHOE AVE 207, BOULDER, CO 80303",80303,1.0,1.0,999.0,554500,2018,bouldercounty
"5169 HOLMES PL , BOULDER, CO 80303",80303,4.0,2.0,2005.0,800000,2018,bouldercounty
"605 ITHACA DR , BOULDER, CO 80305",80305,4.0,2.5,3213.0,1450000,2018,bouldercounty
"2990 SHADOW CREEK DR 306, HIGHLANDS RANCH, CO 80129",80129,2.0,2.0,1159.0,485000,2018,bouldercounty
"695 MANHATTAN DR 215, BOULDER, CO 80303",80303,2.0,1.5,880.0,346000,2018,bouldercounty
"3736 DAVIDSON PL , BOULDER, CO 80305",80305,4.0,1.5,1426.0,630000,2018,bouldercounty
"3301 ARAPAHOE AVE 110, BOULDER, CO 80303",80303,2.0,2.0,1299.0,737500,2018,bouldercounty
"2390 VASSAR DR , BOULDER, CO 80305",80305,4.0,3.0,3075.0,1300000,2018,bouldercounty
"4592 MAC ARTHUR DR , ARVADA, CO 80007",80007,3.0,2.5,1822.0,570000,2018,bouldercounty
"1542 BRADLEY DR A, ARVADA, CO 80007",80007,2.0,1.5,1351.0,445000,2018,bouldercounty
"2141 BASELINE RD 19, LOUISVILLE, CO 80027",80027,2.0,1.5,1154.0,423000,2018,bouldercounty
"2227 16TH ST , BOULDER, CO 80302",80302,2.0,1.5,1800.0,1510000,2018,bouldercounty
"2370 BALSAM DR , BOULDER, CO 80304",80304,3.0,3.0,3696.0,1845000,2018,bouldercounty
"1740 SUMAC AVE , BOULDER, CO 80304-0814",80304-0814,7.0,4.5,4969.0,1797000,2018,bouldercounty
"2606 JUNIPER AVE 34-3, BOULDER, CO 80304",80304,2.0,1.0,748.0,285000,2018,bouldercounty
"4828 TWIN LAKES RD 6, BOULDER, CO 80301-3898",80301-3898,1.0,1.0,738.0,285000,2018,bouldercounty
"3202 47TH ST , BOULDER, CO 80301-2224",80301-2224,2.0,2.5,1295.0,525000,2018,bouldercounty
"4721 MCKINLEY DR , BOULDER, CO 80303",80303,3.0,1.5,1527.0,674500,2018,bouldercounty
"833 LAUREL AVE , BOULDER, CO 80303",80303,5.0,2.5,2201.0,865000,2018,bouldercounty
"979 SYCAMORE AVE , BOULDER, CO 80303",80303,2.0,2.0,1727.0,657000,2018,bouldercounty
"50 MANHATTAN DR , BOULDER, CO 80303-4221",80303-4221,4.0,1.5,1850.0,640000,2018,bouldercounty
"1140 PORTLAND PL 208, BOULDER, CO 80304",80304,2.0,2.0,1382.0,705000,2018,bouldercounty
"272 SPRUCE ST D, BOULDER, CO 80302",80302,4.0,2.0,1488.0,740000,2018,bouldercounty
"3293 MADISON AVE S104, LOUISVILLE, CO 80027",80027,2.0,1.5,1102.0,407000,2018,bouldercounty
"3009 MADISON AVE 422K, THORNTON, CO 80602",80602,1.0,1.0,608.0,240000,2018,bouldercounty
"3290 CRIPPLE CREEK TRL 5A, BOULDER, CO 80305",80305,1.0,1.0,570.0,330000,2018,bouldercounty
"600 MANHATTAN DR 5A, BOULDER, CO 80303",80303,2.0,2.0,1128.0,336500,2018,bouldercounty
"4391 BUTLER CIR , BOULDER, CO 80305-6649",80305-6649,4.0,2.0,2000.0,830000,2018,bouldercounty
"1110 EDINBORO DR , NEW YORK, NY 10065",10065,4.0,3.0,2700.0,1205000,2018,bouldercounty
"4175 NEVIS ST , BOULDER, CO 80301",80301,2.0,1.5,1369.0,286400,2018,bouldercounty
"850 MOORHEAD CIR 3F, BOULDER, CO 80305",80305,1.0,1.0,621.0,255000,2018,bouldercounty
"850 MOORHEAD CIR 3F, BOULDER, CO 80305",80305,1.0,1.0,621.0,255000,2018,bouldercounty
"1628 SPRUCE ST , BISMARCK, ND 58503",58503,2.0,1.0,840.0,1300000,2018,bouldercounty
"3355 BRIDGER TRL I201, BOULDER, CO 80301-1967",80301-1967,1.0,1.0,516.0,255000,2018,bouldercounty
"4894 CURIE CT , BOULDER, CO 80301",80301,4.0,2.0,1972.0,620000,2018,bouldercounty
"2900 MARINE ST , ARROYO GRANDE, CA 93420",93420,9.0,4.5,2688.0,1700000,2018,bouldercounty
"1165 GRAPE AVE , BOULDER, CO 80304",80304,3.0,1.5,936.0,650000,2018,bouldercounty
"4236 AMBER ST , BOULDER, CO 80304",80304,4.0,2.5,2369.0,730000,2018,bouldercounty
"1185 WILDWOOD RD , BOULDER, CO 80305",80305,4.0,2.0,2618.0,1650000,2018,bouldercounty
"1515 9TH ST , LOUISVILLE, CO 80027",80027,2.0,1.0,1472.0,895000,2018,bouldercounty
"287 SPRUCE ST , BOULDER, CO 80302",80302,3.0,2.5,2396.0,1375000,2018,bouldercounty
"295 SPRUCE ST , BOULDER, CO 80302",80302,3.0,1.5,2144.0,1186500,2018,bouldercounty
"2332 20TH ST , BOULDER, CO 80304",80304,4.0,3.0,3744.0,1800000,2018,bouldercounty
"2335 23RD ST , BOULDER, CO 80304",80304,2.0,1.5,1680.0,940000,2018,bouldercounty
"3015 23RD ST , BOULDER, CO 80302",80302,4.0,2.0,2392.0,437500,2018,bouldercounty
"2545 TAMARACK AVE , BOULDER, CO 80304",80304,5.0,3.5,4392.0,1525000,2018,bouldercounty
"1834 YAUPON AVE , BOULDER, CO 80304-4437",80304-4437,5.0,3.5,3862.0,925000,2018,bouldercounty
"5892 ORCHARD CREEK CIR , BOULDER, CO 80301-5824",80301-5824,4.0,2.5,2012.0,735000,2018,bouldercounty
"5000 BUTTE ST 79, BOULDER, CO 80301",80301,0.0,0.0,0.0,17499,2018,bouldercounty
"3000 EDISON CT , BOULDER, CO 80301",80301,2.0,2.0,1241.0,515000,2018,bouldercounty
"4973 NOBLE PARK PL , ROME, GA 30161",30161,3.0,2.0,1306.0,550000,2018,bouldercounty
"3601 ARAPAHOE AVE 404, BUDAPEST, nan 1165",1165,2.0,1.0,1015.0,615000,2018,bouldercounty
"3301 ARAPAHOE AVE 205, NEDERLAND, CO 80466",80466,1.0,1.0,756.0,421000,2018,bouldercounty
"3401 ARAPAHOE AVE 301, BOULDER, CO 80304",80304,2.0,1.5,1265.0,801200,2018,bouldercounty
"3301 ARAPAHOE AVE 303, BOULDER, CO 80303",80303,1.0,1.0,950.0,582600,2018,bouldercounty
"510 46TH ST , REDWOOD CITY, CA 94062",94062,6.0,2.5,2228.0,569356,2018,bouldercounty
"1095 HARTFORD DR , BOULDER, CO 80305",80305,3.0,1.5,2052.0,831000,2018,bouldercounty
"955 CASCADE AVE , BOULDER, CO 80302",80302,3.0,3.0,1978.0,1550000,2018,bouldercounty
"2707 VALMONT RD 106A, BOULDER, CO 80304",80304,1.0,1.0,576.0,215000,2018,bouldercounty
"3077 29TH ST 101, BOULDER, CO 80301",80301,2.0,1.5,1022.0,518500,2018,bouldercounty
"5000 BUTTE ST 152, BOULDER, CO 80301",80301,0.0,0.0,0.0,40000,2018,bouldercounty
"2850 AURORA AVE 202, BOULDER, CO 80303",80303,2.0,2.0,990.0,430000,2018,bouldercounty
"745 THOMAS DR 7, BOULDER, CO 80301-5380",80301-5380,2.0,1.5,1050.0,300000,2018,bouldercounty
"30 SOUTH BOULDER CIR 3027, BOULDER, CO 80303-4260",80303-4260,1.0,1.0,637.0,251500,2018,bouldercounty
"3730 BRITTING ST , BOULDER, CO 80305",80305,4.0,2.0,2553.0,960000,2018,bouldercounty
"572 UNION AVE , BOULDER, CO 80304",80304,3.0,3.0,1620.0,830000,2018,bouldercounty
"4500 19TH ST 366, BOULDER, CO 80304",80304,0.0,0.0,0.0,80000,2018,bouldercounty
"1440 LEE HILL DR 2, BOULDER, CO 80304",80304,3.0,2.0,1276.0,530000,2018,bouldercounty
"4640 15TH ST C, BOULDER, CO 80304",80304,3.0,2.5,1310.0,562000,2018,bouldercounty
"3745 BIRCHWOOD DR 39, BOULDER, CO 80304",80304,2.0,1.5,1114.0,428000,2018,bouldercounty
"960 35TH ST , BOULDER, CO 80303",80303,3.0,1.5,1678.0,612000,2018,bouldercounty
"4800 OSAGE DR 31C, BOULDER, CO 80303",80303,2.0,1.5,918.0,416000,2018,bouldercounty
"1180 EDINBORO DR , BOULDER, CO 80305",80305,3.0,2.0,2697.0,955000,2018,bouldercounty
"4460 9TH ST , BOULDER, CO 80304",80304,2.0,2.5,1136.0,775000,2018,bouldercounty
"850 HARTFORD DR , BOULDER, CO 80305",80305,3.0,2.0,2106.0,800000,2018,bouldercounty
"2545 TABLE MESA DR , BOULDER, CO 80305",80305,3.0,1.5,1752.0,900500,2018,bouldercounty
"1150 ALBION WAY , BOULDER, CO 80305",80305,5.0,2.0,2040.0,825000,2018,bouldercounty
"903 CHINLE AVE 7F, BOULDER, CO 80304-4766",80304-4766,2.0,1.5,1200.0,200100,2018,bouldercounty
"467 PEARL ST , FRONTENAC, MO 63131",63131,3.0,1.5,1562.0,1210000,2018,bouldercounty
"4176 LONETREE CT , BOULDER, CO 80301",80301,2.0,2.0,1510.0,298900,2018,bouldercounty
"2800 KALMIA AVE C211, BOULDER, CO 80301",80301,2.0,1.5,888.0,337500,2018,bouldercounty
"5000 BUTTE ST 77, BOULDER, CO 80301",80301,0.0,0.0,0.0,38000,2018,bouldercounty
"295 KIOWA PL , BOULDER, CO 80303",80303,4.0,2.0,1981.0,812000,2018,bouldercounty
"3385 HEIDELBERG DR , BOULDER, CO 80305",80305,5.0,4.0,3329.0,1359000,2018,bouldercounty
"730 GRAPE AVE , BOULDER, CO 80304-2123",80304-2123,4.0,2.5,2644.0,1069700,2018,bouldercounty
"1282 PERIWINKLE DR , BOULDER, CO 80304",80304,4.0,3.0,2361.0,1155000,2018,bouldercounty
"2750 JUILLIARD ST , BOULDER, CO 80305",80305,3.0,2.0,1196.0,917000,2018,bouldercounty
"836 UNIVERSITY AVE , BOULDER, CO 80302",80302,5.0,4.0,3855.0,2047700,2018,bouldercounty
"1245 NORWOOD AVE 40, BOULDER, CO 80304-1237",80304-1237,3.0,2.0,1408.0,550000,2018,bouldercounty
"3250 ONEAL CIR 24B, BOULDER, CO 80302-9783",80302-9783,1.0,1.0,606.0,252000,2018,bouldercounty
"750 41ST ST , LOUISVILLE, CO 80027-2902",80027-2902,3.0,1.5,1426.0,675000,2018,bouldercounty
"20 BENTHAVEN PL , BOULDER, CO 80305",80305,3.0,1.0,1612.0,624000,2018,bouldercounty
"1990 TINCUP CT , BOULDER, CO 80305",80305,4.0,3.5,3378.0,1715000,2018,bouldercounty
"3420 CRIPPLE CREEK SQ G20, EAST LYME, CT 6333",6333,2.0,1.5,1064.0,500000,2018,bouldercounty
"2014 19TH ST 1, BOULDER, CO 80302",80302,1.0,1.0,690.0,711000,2018,bouldercounty
"2635 MAPLETON AVE 86, BOULDER, CO 80304",80304,0.0,0.0,0.0,1,2018,bouldercounty
"2050 23RD ST 3, BOULDER, CO 80302",80302,2.0,2.0,1102.0,733900,2018,bouldercounty
"3510 16TH ST , BOULDER, CO 80302",80302,5.0,2.0,2244.0,1070000,2018,bouldercounty
"4041 KINGSTOWN PL , BOULDER, CO 80301",80301,4.0,3.0,2976.0,927400,2018,bouldercounty
"3055 30TH ST 4A, BOULDER, CO 80301",80301,2.0,1.5,886.0,369000,2018,bouldercounty
"2800 KALMIA AVE B311, BOULDER, CO 80304",80304,2.0,1.5,950.0,378000,2018,bouldercounty
"2855 SHADOW CREEK DR 301, BOULDER, CO 80303",80303,2.0,2.0,838.0,410000,2018,bouldercounty
"4700 MCKINLEY DR , WILLIAMSPORT, PA 17701",17701,5.0,2.5,3105.0,875000,2018,bouldercounty
"4800 OSAGE DR 10A, BOULDER, CO 80303",80303,2.0,1.5,918.0,450000,2018,bouldercounty
"2610 REGIS DR , BOULDER, CO 80305",80305,4.0,3.0,2961.0,1363000,2018,bouldercounty
"571 IRIS AVE , GREENWOOD VILLAGE, CO 80111",80111,3.0,1.5,1092.0,862500,2018,bouldercounty
"300 OAKWOOD PL , BOULDER, CO 80304",80304,3.0,2.5,2748.0,1215000,2018,bouldercounty
"3660 IRIS AVE B, BOULDER, CO 80301",80301,2.0,1.5,968.0,355000,2018,bouldercounty
"5681 CASCADE PL , BOULDER, CO 80303",80303,5.0,3.5,4089.0,244700,2018,bouldercounty
"2041 WALNUT ST , BOULDER, CO 80302",80302,3.0,2.0,1776.0,1300000,2018,bouldercounty
"4500 19TH ST 96, BOULDER, CO 80304",80304,0.0,0.0,0.0,40000,2018,bouldercounty
"3840 BROADWAY  28, BOULDER, CO 80304",80304,2.0,1.5,1400.0,488700,2018,bouldercounty
"3301 ARAPAHOE AVE 403, BOULDER, CO 80303",80303,1.0,1.0,954.0,639000,2018,bouldercounty
"4664 MAC ARTHUR LN , BOULDER, CO 80303",80303,2.0,1.5,1380.0,437500,2018,bouldercounty
"5682 EUCLID PL , BOULDER, CO 80303",80303,5.0,3.0,4339.0,1310000,2018,bouldercounty
"3025 BROADWAY  27, BOULDER, CO 80304",80304,1.0,1.0,462.0,305000,2018,bouldercounty
"4500 19TH ST 535, BOULDER, CO 80304",80304,0.0,0.0,0.0,90000,2018,bouldercounty
"3003 VALMONT RD 81, BOULDER, CO 80301-2144",80301-2144,0.0,0.0,0.0,7500,2018,bouldercounty
"3030 ONEAL PKWY 40R, BOULDER, CO 80304",80304,2.0,1.0,790.0,261500,2018,bouldercounty
"2892 SHADOW CREEK DR 203, BOULDER, CO 80303",80303,1.0,1.0,864.0,395000,2018,bouldercounty
